Year,Candidate_ID,Name,State,Category,Prelims_Score,Mains_Score,Interview_Score,Final_Score,AIR (All India Rank),Category_Rank,State_Rank,Selection_Status,Service_Allotted
2016,UPSC651192,Candidate_7812,Uttar Pradesh,ST,93,498,67,658,13582,1040,487,No,None
2017,UPSC922911,Candidate_9683,Uttar Pradesh,SC,93,863,128,1084,18473,601,174,Yes,IFS
2018,UPSC995681,Candidate_2138,Delhi,OBC,72,488,135,695,970,2115,410,No,None
2020,UPSC240250,Candidate_3472,Karnataka,General,181,631,143,955,5706,84,56,Yes,IRS
2022,UPSC877221,Candidate_9841,West Bengal,EWS,68,868,71,1007,13119,2673,489,Yes,IAS
2019,UPSC787539,Candidate_4645,Uttar Pradesh,General,191,431,201,823,4780,3775,220,Yes,None
2021,UPSC443571,Candidate_1287,Delhi,OBC,108,784,265,1157,19474,1745,384,Yes,IFS
2015,UPSC448778,Candidate_1602,Uttar Pradesh,General,140,643,106,889,19938,864,280,Yes,None
2020,UPSC194824,Candidate_6545,West Bengal,ST,55,504,262,821,4574,2195,199,Yes,IAS
2016,UPSC182243,Candidate_3138,Uttar Pradesh,General,157,671,239,1067,17790,993,424,Yes,IFS
2023,UPSC319525,Candidate_3035,Uttar Pradesh,General,165,837,179,1181,15593,3880,496,Yes,IAS
2017,UPSC957923,Candidate_2199,Maharashtra,ST,125,621,113,859,12845,2034,454,Yes,None
2016,UPSC269354,Candidate_6331,Tamil Nadu,OBC,80,792,137,1009,13814,93,88,Yes,IPS
2019,UPSC296234,Candidate_5019,Tamil Nadu,General,110,371,188,669,1930,2129,378,No,None
2017,UPSC685328,Candidate_5001,Uttar Pradesh,EWS,200,824,130,1154,371,3324,81,Yes,IAS
2015,UPSC156183,Candidate_8796,Karnataka,EWS,200,420,173,793,7191,3153,59,Yes,None
2023,UPSC570521,Candidate_3092,Delhi,SC,108,741,106,955,7682,3316,392,Yes,IPS
2023,UPSC910181,Candidate_1333,Delhi,ST,106,501,110,717,11115,1760,401,Yes,IRS
2018,UPSC245736,Candidate_1263,Maharashtra,General,135,763,61,959,8002,2339,198,Yes,None
2023,UPSC774038,Candidate_9260,Uttar Pradesh,ST,79,492,126,697,4578,2550,452,No,None
2018,UPSC644960,Candidate_3309,Delhi,SC,58,303,61,422,11336,443,39,No,None
2019,UPSC161991,Candidate_5650,Uttar Pradesh,OBC,185,391,114,690,1482,1440,15,No,None
2015,UPSC713480,Candidate_1289,Karnataka,General,100,855,57,1012,525,950,405,Yes,IFS
2021,UPSC283476,Candidate_4081,Maharashtra,ST,85,445,219,749,15486,2341,318,Yes,IAS
2019,UPSC497557,Candidate_8984,West Bengal,SC,69,711,125,905,15452,405,239,Yes,IPS
2022,UPSC395874,Candidate_6278,Uttar Pradesh,EWS,55,675,236,966,2246,2806,238,Yes,IPS
2024,UPSC894590,Candidate_2907,Tamil Nadu,General,116,757,123,996,5318,1067,459,Yes,None
2018,UPSC998626,Candidate_7145,Uttar Pradesh,OBC,87,540,90,717,13489,227,408,Yes,IPS
2017,UPSC211255,Candidate_7363,Maharashtra,OBC,84,444,162,690,1832,1237,358,No,None
2015,UPSC581232,Candidate_4517,Karnataka,OBC,101,401,115,617,10794,2449,153,No,None
2023,UPSC764206,Candidate_3924,Delhi,ST,113,887,172,1172,10788,3021,452,Yes,IPS
2023,UPSC183486,Candidate_8497,West Bengal,EWS,86,681,269,1036,15334,936,22,Yes,None
2023,UPSC214541,Candidate_5573,Uttar Pradesh,OBC,99,804,69,972,339,2667,50,Yes,IPS
2024,UPSC308072,Candidate_5127,Tamil Nadu,ST,161,457,67,685,15712,21,100,No,None
2023,UPSC948863,Candidate_9295,Tamil Nadu,General,174,509,181,864,2916,2825,158,Yes,None
2019,UPSC496488,Candidate_6724,Karnataka,ST,196,664,81,941,16547,3456,128,Yes,IRS
2017,UPSC314967,Candidate_6707,West Bengal,OBC,94,504,190,788,16867,3782,106,Yes,None
2023,UPSC798733,Candidate_4803,Maharashtra,EWS,186,307,79,572,18526,2241,418,No,None
2022,UPSC595095,Candidate_9549,Uttar Pradesh,EWS,105,877,178,1160,7775,3541,26,Yes,None
2023,UPSC644007,Candidate_4963,Maharashtra,SC,109,418,127,654,10701,659,141,No,None
2016,UPSC995124,Candidate_1494,Karnataka,ST,78,451,53,582,4481,1119,466,No,None
2022,UPSC702096,Candidate_8802,Tamil Nadu,General,191,478,161,830,6688,4020,389,Yes,IFS
2017,UPSC462423,Candidate_3773,Tamil Nadu,General,179,672,196,1047,14645,20,390,Yes,None
2024,UPSC853099,Candidate_6385,Tamil Nadu,SC,163,758,270,1191,4671,3111,73,Yes,IFS
2019,UPSC686459,Candidate_1831,Delhi,General,116,646,82,844,739,1181,310,Yes,IRS
2017,UPSC358362,Candidate_6901,Maharashtra,ST,123,549,214,886,3966,4838,158,Yes,IPS
2023,UPSC980009,Candidate_4467,Maharashtra,EWS,112,573,266,951,12416,3313,96,Yes,IAS
2017,UPSC814958,Candidate_1575,Karnataka,SC,115,455,245,815,2728,4282,441,Yes,IPS
2018,UPSC154822,Candidate_8127,Uttar Pradesh,ST,183,537,274,994,3540,4709,219,Yes,None
2022,UPSC893970,Candidate_6649,Karnataka,ST,69,415,234,718,17887,98,382,Yes,IAS
2020,UPSC804029,Candidate_8389,Delhi,SC,184,379,259,822,9818,572,447,Yes,IAS
2018,UPSC255619,Candidate_8185,Tamil Nadu,EWS,68,736,77,881,11137,2187,155,Yes,IRS
2020,UPSC517002,Candidate_5544,Tamil Nadu,OBC,169,770,105,1044,6738,4384,130,Yes,IRS
2020,UPSC350805,Candidate_1873,Maharashtra,General,80,311,137,528,1114,1867,363,No,None
2024,UPSC395459,Candidate_3772,Tamil Nadu,EWS,175,848,212,1235,17075,2302,327,Yes,IRS
2017,UPSC860125,Candidate_7623,Delhi,ST,109,541,104,754,5422,2703,44,Yes,IFS
2023,UPSC202852,Candidate_3880,Delhi,General,187,815,259,1261,5450,4814,195,Yes,None
2020,UPSC638129,Candidate_4085,Delhi,General,59,458,53,570,12805,2597,442,No,None
2017,UPSC297187,Candidate_9800,Maharashtra,SC,126,633,63,822,11898,1889,215,Yes,IPS
2019,UPSC104202,Candidate_3537,West Bengal,SC,95,604,266,965,6252,2556,11,Yes,IPS
2020,UPSC510909,Candidate_4757,Karnataka,SC,176,791,222,1189,7683,898,484,Yes,IRS
2024,UPSC574012,Candidate_2917,Maharashtra,General,145,670,112,927,8151,4458,261,Yes,IAS
2015,UPSC327315,Candidate_5824,Uttar Pradesh,EWS,148,396,86,630,16646,2601,212,No,None
2019,UPSC834570,Candidate_3086,West Bengal,OBC,76,578,254,908,12865,2938,461,Yes,None
2024,UPSC216470,Candidate_3377,West Bengal,OBC,179,641,80,900,7191,4363,449,Yes,IPS
2019,UPSC841319,Candidate_3284,Uttar Pradesh,EWS,161,765,230,1156,16783,4452,2,Yes,IRS
2015,UPSC632258,Candidate_7183,Karnataka,General,185,337,145,667,9093,3111,317,No,None
2023,UPSC572173,Candidate_2191,Delhi,OBC,181,332,136,649,18327,474,37,No,None
2022,UPSC428024,Candidate_2083,Tamil Nadu,ST,175,376,171,722,15978,1570,190,Yes,IAS
2015,UPSC599779,Candidate_4560,Karnataka,SC,87,897,108,1092,13955,1645,277,Yes,IAS
2019,UPSC383817,Candidate_6986,Delhi,OBC,105,445,163,713,10508,3868,214,Yes,IPS
2021,UPSC972208,Candidate_2563,Maharashtra,SC,100,460,124,684,14291,3259,274,No,None
2019,UPSC220756,Candidate_6656,Tamil Nadu,ST,60,614,58,732,9823,1404,90,Yes,IFS
2017,UPSC855374,Candidate_4036,West Bengal,General,81,514,77,672,14602,3171,451,No,None
2019,UPSC670785,Candidate_1605,Delhi,OBC,182,787,159,1128,11707,3762,130,Yes,None
2023,UPSC450621,Candidate_1810,Karnataka,General,101,676,190,967,4005,2057,432,Yes,IRS
2015,UPSC264082,Candidate_8611,Maharashtra,OBC,92,410,118,620,17133,2620,400,No,None
2023,UPSC919289,Candidate_5341,Uttar Pradesh,SC,55,719,256,1030,14077,2803,34,Yes,IAS
2017,UPSC632528,Candidate_5303,Delhi,ST,159,846,264,1269,11978,1809,368,Yes,IRS
2024,UPSC111466,Candidate_1418,Karnataka,ST,142,659,263,1064,18729,4968,203,Yes,None
2020,UPSC905928,Candidate_3587,Karnataka,OBC,134,390,88,612,1452,4353,390,No,None
2020,UPSC356104,Candidate_9445,Karnataka,EWS,191,530,56,777,13852,4557,225,Yes,IRS
2017,UPSC360155,Candidate_2803,West Bengal,EWS,184,412,234,830,13628,2260,409,Yes,IRS
2020,UPSC408152,Candidate_1064,Karnataka,EWS,67,336,202,605,12649,3716,466,No,None
2021,UPSC630727,Candidate_8505,Tamil Nadu,ST,187,528,170,885,14562,2293,228,Yes,IFS
2015,UPSC466613,Candidate_9012,Maharashtra,EWS,146,888,250,1284,4608,2937,112,Yes,IPS
2017,UPSC371012,Candidate_7319,Delhi,ST,161,636,183,980,18007,2493,231,Yes,IPS
2022,UPSC545277,Candidate_4924,Uttar Pradesh,SC,180,728,180,1088,11432,1592,149,Yes,IFS
2024,UPSC158622,Candidate_1419,Maharashtra,General,83,845,177,1105,3195,1790,473,Yes,IPS
2022,UPSC515968,Candidate_1357,Karnataka,General,176,683,142,1001,19788,4010,58,Yes,IFS
2022,UPSC373282,Candidate_2365,Tamil Nadu,General,129,565,209,903,10684,51,178,Yes,IAS
2020,UPSC843670,Candidate_9464,Maharashtra,OBC,51,687,224,962,5114,2807,188,Yes,None
2018,UPSC228687,Candidate_4059,Delhi,OBC,56,403,194,653,18956,935,87,No,None
2021,UPSC508850,Candidate_5575,Maharashtra,EWS,170,667,57,894,8925,3100,203,Yes,IAS
2020,UPSC559707,Candidate_9037,West Bengal,OBC,124,565,119,808,16626,4612,348,Yes,IPS
2018,UPSC297158,Candidate_4334,Uttar Pradesh,EWS,179,532,77,788,6347,3748,458,Yes,None
2018,UPSC368569,Candidate_9696,Delhi,ST,158,655,154,967,5366,746,135,Yes,IRS
2023,UPSC791472,Candidate_1676,West Bengal,General,93,631,219,943,17968,2476,57,Yes,IPS
2019,UPSC245763,Candidate_4771,Uttar Pradesh,OBC,124,481,60,665,12824,4737,28,No,None
2020,UPSC480575,Candidate_4175,West Bengal,ST,103,602,212,917,13548,4644,291,Yes,IFS
2017,UPSC119520,Candidate_2891,Uttar Pradesh,General,151,752,167,1070,6313,2518,356,Yes,None
2015,UPSC488422,Candidate_9450,Maharashtra,OBC,137,757,68,962,10494,3924,357,Yes,IAS
2018,UPSC735133,Candidate_3200,Maharashtra,SC,166,454,155,775,5459,383,314,Yes,IFS
2015,UPSC267988,Candidate_5023,Karnataka,General,127,882,126,1135,10282,4043,158,Yes,IPS
2022,UPSC241680,Candidate_4173,Uttar Pradesh,EWS,180,711,134,1025,19364,3118,411,Yes,IRS
2021,UPSC182691,Candidate_8175,Maharashtra,General,161,691,135,987,18740,3124,455,Yes,IPS
2018,UPSC583802,Candidate_9085,Karnataka,OBC,152,857,176,1185,14814,3103,68,Yes,IAS
2024,UPSC282742,Candidate_8585,Tamil Nadu,SC,139,669,95,903,19124,1296,486,Yes,IRS
2023,UPSC921366,Candidate_4297,Uttar Pradesh,EWS,134,598,189,921,3905,4188,204,Yes,IRS
2023,UPSC455438,Candidate_7668,Tamil Nadu,ST,114,394,266,774,6329,4385,376,Yes,IFS
2017,UPSC112443,Candidate_6522,Tamil Nadu,General,172,857,211,1240,1572,1787,313,Yes,None
2022,UPSC800291,Candidate_5942,Karnataka,EWS,90,780,106,976,7862,4918,356,Yes,IRS
2016,UPSC161999,Candidate_6360,West Bengal,General,189,850,82,1121,12348,2310,189,Yes,IFS
2015,UPSC945532,Candidate_6828,Delhi,OBC,89,656,128,873,279,2375,429,Yes,IFS
2017,UPSC461116,Candidate_8608,West Bengal,OBC,70,381,225,676,4424,1129,406,No,None
2015,UPSC145513,Candidate_2502,Tamil Nadu,General,193,520,226,939,11862,689,207,Yes,None
2022,UPSC416252,Candidate_9132,West Bengal,General,90,687,251,1028,14695,4205,404,Yes,IRS
2022,UPSC520235,Candidate_8690,Karnataka,ST,146,693,75,914,17763,4945,246,Yes,IRS
2018,UPSC583851,Candidate_4848,Maharashtra,ST,51,803,248,1102,10926,4604,367,Yes,IFS
2019,UPSC953510,Candidate_4643,Delhi,OBC,144,617,66,827,734,3435,203,Yes,IRS
2016,UPSC859809,Candidate_1440,Karnataka,ST,137,331,270,738,18169,252,49,Yes,IRS
2017,UPSC434414,Candidate_7770,Maharashtra,ST,197,845,167,1209,10826,246,151,Yes,IAS
2022,UPSC992863,Candidate_9262,West Bengal,OBC,63,479,242,784,19584,123,362,Yes,IRS
2018,UPSC269066,Candidate_2948,Maharashtra,ST,142,657,166,965,10170,287,258,Yes,IPS
2015,UPSC801470,Candidate_5835,Karnataka,OBC,153,794,233,1180,18248,4954,194,Yes,IRS
2019,UPSC263048,Candidate_7711,Karnataka,SC,62,335,58,455,12465,4607,54,No,None
2017,UPSC404076,Candidate_3053,Delhi,ST,86,478,68,632,19304,136,166,No,None
2019,UPSC870275,Candidate_2156,Tamil Nadu,ST,90,800,181,1071,582,1494,414,Yes,IAS
2015,UPSC305308,Candidate_4512,Maharashtra,ST,113,897,272,1282,13025,4435,320,Yes,IFS
2022,UPSC887264,Candidate_2468,Tamil Nadu,SC,179,397,183,759,14866,3548,56,Yes,IFS
2022,UPSC157135,Candidate_1873,Karnataka,SC,156,427,259,842,12499,2184,182,Yes,IFS
2018,UPSC175252,Candidate_2446,West Bengal,ST,139,475,115,729,3777,2636,44,Yes,IAS
2017,UPSC876754,Candidate_5601,West Bengal,General,141,714,100,955,5563,837,282,Yes,IAS
2020,UPSC660843,Candidate_4921,Delhi,ST,190,353,251,794,13148,549,451,Yes,IPS
2022,UPSC258009,Candidate_8875,Uttar Pradesh,OBC,158,898,174,1230,11597,4123,42,Yes,None
2017,UPSC374297,Candidate_4263,Delhi,OBC,144,530,66,740,1178,1625,169,Yes,IAS
2021,UPSC516818,Candidate_1663,Karnataka,SC,172,386,150,708,10778,1649,356,Yes,IRS
2024,UPSC244627,Candidate_1017,Uttar Pradesh,General,108,444,232,784,16470,3191,13,Yes,IFS
2020,UPSC336776,Candidate_1068,Maharashtra,ST,88,662,256,1006,5790,1949,117,Yes,IAS
2017,UPSC965979,Candidate_8687,West Bengal,SC,56,663,216,935,7996,847,149,Yes,IPS
2016,UPSC775032,Candidate_3662,Maharashtra,OBC,183,451,68,702,15471,1984,422,Yes,IFS
2022,UPSC905465,Candidate_5702,Maharashtra,ST,134,624,237,995,8313,2133,109,Yes,IRS
2024,UPSC170398,Candidate_4407,Delhi,EWS,157,832,106,1095,13896,1884,471,Yes,IAS
2016,UPSC451465,Candidate_7610,Uttar Pradesh,SC,149,304,89,542,8282,3755,382,No,None
2019,UPSC862824,Candidate_5762,Uttar Pradesh,OBC,148,777,232,1157,13048,4023,259,Yes,None
2023,UPSC445263,Candidate_2096,Delhi,OBC,81,815,88,984,2702,427,416,Yes,IPS
2021,UPSC592743,Candidate_4822,Maharashtra,ST,146,741,147,1034,18633,1970,247,Yes,IRS
2018,UPSC175623,Candidate_9807,Tamil Nadu,SC,126,824,154,1104,15206,2329,320,Yes,IAS
2019,UPSC870265,Candidate_5612,Maharashtra,SC,120,809,93,1022,14617,1064,199,Yes,IPS
2023,UPSC521476,Candidate_7955,Karnataka,ST,153,691,265,1109,11927,98,416,Yes,IRS
2015,UPSC447825,Candidate_1964,Tamil Nadu,EWS,123,706,128,957,1743,985,172,Yes,IAS
2015,UPSC639489,Candidate_7398,Maharashtra,EWS,180,583,105,868,624,759,244,Yes,None
2020,UPSC802107,Candidate_4563,Delhi,General,76,768,221,1065,13032,761,458,Yes,IFS
2021,UPSC152086,Candidate_3595,Tamil Nadu,ST,104,669,191,964,2048,2985,448,Yes,IFS
2020,UPSC766101,Candidate_9502,Delhi,EWS,59,865,144,1068,15246,3619,296,Yes,IFS
2020,UPSC402987,Candidate_3971,Tamil Nadu,SC,107,508,243,858,1251,1173,28,Yes,IAS
2024,UPSC251060,Candidate_6720,Maharashtra,OBC,141,680,274,1095,3658,4372,350,Yes,IRS
2022,UPSC213387,Candidate_3285,West Bengal,General,182,786,248,1216,15790,1308,61,Yes,None
2017,UPSC224957,Candidate_7965,Delhi,EWS,191,436,228,855,19999,1480,229,Yes,IAS
2018,UPSC373362,Candidate_4091,Delhi,EWS,84,401,259,744,19705,843,150,Yes,None
2019,UPSC782309,Candidate_3443,Maharashtra,ST,172,504,269,945,7567,2413,404,Yes,IPS
2023,UPSC960392,Candidate_4410,Maharashtra,EWS,197,348,174,719,16655,1722,370,Yes,IPS
2017,UPSC939296,Candidate_1031,Karnataka,General,161,519,63,743,17270,262,381,Yes,None
2024,UPSC286934,Candidate_7057,Maharashtra,ST,144,487,169,800,17536,493,215,Yes,IAS
2019,UPSC849149,Candidate_1714,Tamil Nadu,SC,150,781,252,1183,10418,2565,206,Yes,None
2022,UPSC350335,Candidate_5430,Karnataka,OBC,117,367,135,619,3935,634,209,No,None
2021,UPSC772708,Candidate_6342,West Bengal,ST,78,833,249,1160,4477,3282,476,Yes,IFS
2022,UPSC224028,Candidate_7893,West Bengal,General,91,790,123,1004,6630,2335,304,Yes,IAS
2016,UPSC364329,Candidate_9468,Tamil Nadu,SC,83,302,91,476,16871,344,258,No,None
2018,UPSC280023,Candidate_3980,Maharashtra,SC,104,501,203,808,17218,851,289,Yes,IAS
2023,UPSC461388,Candidate_4906,Karnataka,OBC,197,852,192,1241,17215,316,119,Yes,IAS
2023,UPSC748530,Candidate_3561,Delhi,EWS,161,450,240,851,2420,4350,235,Yes,None
2017,UPSC450257,Candidate_9430,Tamil Nadu,General,169,423,177,769,16667,4534,195,Yes,IRS
2021,UPSC899750,Candidate_5557,Tamil Nadu,SC,77,413,76,566,14724,1448,290,No,None
2019,UPSC887257,Candidate_4610,Karnataka,EWS,66,830,175,1071,7591,4590,65,Yes,IFS
2024,UPSC499994,Candidate_6755,West Bengal,OBC,157,602,163,922,10467,1414,145,Yes,IAS
2024,UPSC388099,Candidate_5848,Maharashtra,General,187,862,134,1183,16349,2553,46,Yes,IFS
2022,UPSC288633,Candidate_1242,Uttar Pradesh,General,83,566,267,916,11233,3286,494,Yes,IPS
2024,UPSC319227,Candidate_6770,Uttar Pradesh,OBC,156,472,231,859,9220,1485,133,Yes,IRS
2021,UPSC837139,Candidate_1495,Maharashtra,EWS,143,664,205,1012,816,812,15,Yes,IPS
2023,UPSC530077,Candidate_5703,Tamil Nadu,General,143,378,55,576,8291,2855,86,No,None
2020,UPSC600913,Candidate_7606,West Bengal,ST,157,336,135,628,4671,3600,117,No,None
2022,UPSC461165,Candidate_3716,Delhi,ST,189,676,183,1048,7551,3640,187,Yes,IPS
2024,UPSC492939,Candidate_2595,Maharashtra,EWS,98,800,58,956,17165,4031,208,Yes,None
2017,UPSC732872,Candidate_6514,Uttar Pradesh,SC,169,597,188,954,6272,3099,298,Yes,IPS
2021,UPSC277873,Candidate_7040,Tamil Nadu,SC,174,371,162,707,18103,1853,412,Yes,IRS
2015,UPSC488332,Candidate_9686,Karnataka,General,77,702,186,965,8848,883,199,Yes,IRS
2024,UPSC337904,Candidate_2416,Delhi,SC,73,416,154,643,7639,3819,128,No,None
2020,UPSC996772,Candidate_8046,Maharashtra,General,86,894,125,1105,10344,2895,443,Yes,IFS
2017,UPSC889955,Candidate_8762,Karnataka,OBC,177,769,163,1109,2807,296,402,Yes,IRS
2018,UPSC324722,Candidate_6228,Maharashtra,EWS,119,414,91,624,7865,732,269,No,None
2022,UPSC771606,Candidate_4823,Karnataka,EWS,110,637,180,927,13943,1844,193,Yes,IPS
2023,UPSC858050,Candidate_8064,Uttar Pradesh,EWS,108,771,210,1089,18329,3493,199,Yes,None
2018,UPSC948442,Candidate_6779,Tamil Nadu,ST,138,617,201,956,9238,2242,53,Yes,IFS
2018,UPSC980650,Candidate_7356,Uttar Pradesh,OBC,76,826,219,1121,3216,2552,359,Yes,IPS
2020,UPSC924298,Candidate_6324,Tamil Nadu,General,102,674,184,960,2992,2458,229,Yes,IRS
2016,UPSC486130,Candidate_9423,Delhi,General,101,742,71,914,8669,3253,58,Yes,None
2019,UPSC233643,Candidate_1445,West Bengal,EWS,88,592,194,874,11500,3564,147,Yes,None
2022,UPSC937848,Candidate_9885,Tamil Nadu,SC,54,852,222,1128,13215,4209,205,Yes,None
2023,UPSC410949,Candidate_4729,Delhi,General,92,655,93,840,10599,2779,238,Yes,IRS
2023,UPSC918152,Candidate_5071,West Bengal,EWS,91,674,214,979,6153,3079,109,Yes,None
2022,UPSC865045,Candidate_8022,Maharashtra,SC,167,826,164,1157,4431,736,398,Yes,IRS
2020,UPSC937269,Candidate_5109,Tamil Nadu,SC,142,759,194,1095,8366,1677,325,Yes,IAS
2018,UPSC459999,Candidate_9417,Uttar Pradesh,General,94,565,196,855,19025,1707,58,Yes,None
2023,UPSC444409,Candidate_9195,West Bengal,OBC,142,791,192,1125,1183,127,266,Yes,IAS
2022,UPSC890213,Candidate_5142,Tamil Nadu,General,114,494,271,879,6145,3979,260,Yes,IRS
2016,UPSC563542,Candidate_8319,West Bengal,OBC,65,846,127,1038,12273,19,299,Yes,IAS
2023,UPSC355296,Candidate_3725,Delhi,OBC,104,538,190,832,1049,2310,486,Yes,None
2019,UPSC590158,Candidate_7498,Tamil Nadu,OBC,170,900,86,1156,1371,4930,237,Yes,None
2023,UPSC414467,Candidate_7782,Uttar Pradesh,EWS,148,678,173,999,17704,2935,262,Yes,IFS
2016,UPSC674138,Candidate_1086,Delhi,SC,186,776,234,1196,3929,1611,67,Yes,IAS
2023,UPSC742534,Candidate_2511,Tamil Nadu,EWS,193,322,222,737,3909,172,107,Yes,IFS
2021,UPSC734759,Candidate_2218,West Bengal,ST,140,366,254,760,5014,1711,157,Yes,IRS
2018,UPSC188635,Candidate_5773,Maharashtra,SC,125,744,253,1122,14376,3023,253,Yes,IAS
2017,UPSC383841,Candidate_9889,Tamil Nadu,ST,117,345,61,523,11283,438,468,No,None
2019,UPSC179821,Candidate_1903,Tamil Nadu,General,108,300,55,463,965,3719,190,No,None
2019,UPSC330559,Candidate_6572,West Bengal,SC,123,365,235,723,18156,2362,464,Yes,IPS
2022,UPSC875844,Candidate_5959,Karnataka,General,183,479,249,911,9475,2942,64,Yes,None
2018,UPSC270541,Candidate_6128,West Bengal,General,144,896,178,1218,1892,1221,440,Yes,IRS
2021,UPSC715380,Candidate_6857,Delhi,OBC,184,436,94,714,19187,4841,132,Yes,IFS
2018,UPSC485250,Candidate_7846,West Bengal,EWS,105,895,180,1180,9566,3755,246,Yes,IRS
2021,UPSC325314,Candidate_1011,Delhi,SC,158,698,275,1131,18890,1604,281,Yes,IAS
2021,UPSC543399,Candidate_8071,Tamil Nadu,General,193,356,267,816,2504,1219,361,Yes,IFS
2017,UPSC746661,Candidate_6460,West Bengal,ST,187,553,78,818,3544,4453,377,Yes,IPS
2023,UPSC352630,Candidate_5458,Tamil Nadu,EWS,104,831,123,1058,2452,3995,358,Yes,IFS
2017,UPSC271574,Candidate_3376,Tamil Nadu,EWS,162,625,268,1055,11925,4173,357,Yes,IFS
2016,UPSC357304,Candidate_1384,Maharashtra,OBC,94,717,266,1077,9039,4293,167,Yes,IAS
2022,UPSC177931,Candidate_8513,Maharashtra,General,189,410,173,772,5544,1642,490,Yes,IAS
2017,UPSC898991,Candidate_4233,Delhi,General,76,716,61,853,1971,4457,43,Yes,IFS
2023,UPSC546793,Candidate_5338,West Bengal,General,63,452,51,566,10762,1261,153,No,None
2018,UPSC129247,Candidate_3290,Maharashtra,ST,93,431,270,794,16151,4311,129,Yes,None
2020,UPSC455652,Candidate_7501,Uttar Pradesh,OBC,61,535,252,848,18270,4474,366,Yes,IPS
2022,UPSC704569,Candidate_2385,Tamil Nadu,EWS,188,756,54,998,1461,567,181,Yes,IAS
2023,UPSC521476,Candidate_7724,West Bengal,OBC,56,801,128,985,9172,1045,398,Yes,IPS
2017,UPSC648436,Candidate_5069,Karnataka,EWS,193,579,143,915,12221,4435,83,Yes,None
2019,UPSC882236,Candidate_2665,Delhi,ST,193,824,238,1255,11724,1614,451,Yes,None
2022,UPSC974781,Candidate_1859,Tamil Nadu,ST,58,664,92,814,13329,2461,17,Yes,IFS
2019,UPSC382739,Candidate_2698,Delhi,SC,91,876,217,1184,5981,4564,190,Yes,IRS
2020,UPSC745534,Candidate_8143,Uttar Pradesh,EWS,143,797,198,1138,9358,1649,214,Yes,IAS
2023,UPSC854942,Candidate_8961,Uttar Pradesh,ST,127,666,50,843,9820,838,129,Yes,IFS
2021,UPSC592886,Candidate_1301,Karnataka,ST,76,718,75,869,20,686,343,Yes,IFS
2020,UPSC936829,Candidate_4271,Delhi,EWS,150,439,128,717,17822,2735,437,Yes,IRS
2015,UPSC530536,Candidate_5997,Karnataka,OBC,108,333,205,646,15816,3190,17,No,None
2023,UPSC898193,Candidate_4554,West Bengal,OBC,144,530,181,855,14889,1735,43,Yes,None
2018,UPSC873572,Candidate_3485,Karnataka,OBC,66,866,103,1035,7040,4664,223,Yes,IRS
2016,UPSC366819,Candidate_9216,Delhi,SC,99,565,128,792,14026,1714,82,Yes,IFS
2023,UPSC844227,Candidate_3527,Karnataka,SC,89,640,154,883,17247,891,73,Yes,IAS
2017,UPSC461591,Candidate_1497,Tamil Nadu,ST,121,402,173,696,11270,414,245,No,None
2022,UPSC818919,Candidate_8316,Tamil Nadu,General,67,745,184,996,8858,4235,155,Yes,None
2017,UPSC616509,Candidate_8242,Karnataka,EWS,138,568,214,920,17411,2334,457,Yes,IRS
2024,UPSC691264,Candidate_6006,Uttar Pradesh,EWS,127,337,156,620,5316,68,5,No,None
2021,UPSC748910,Candidate_2598,Delhi,SC,151,708,86,945,12168,1298,186,Yes,IFS
2023,UPSC322757,Candidate_8229,Tamil Nadu,ST,197,338,177,712,1376,1354,63,Yes,IFS
2018,UPSC583428,Candidate_9029,West Bengal,EWS,85,734,66,885,13867,269,114,Yes,IRS
2016,UPSC537425,Candidate_5368,West Bengal,OBC,155,444,129,728,3664,2639,211,Yes,IRS
2019,UPSC649007,Candidate_2398,Karnataka,ST,69,838,50,957,62,3590,281,Yes,IFS
2021,UPSC797136,Candidate_3284,Karnataka,OBC,92,561,250,903,13747,4715,54,Yes,IFS
2023,UPSC371390,Candidate_8281,West Bengal,General,74,389,249,712,1045,256,92,Yes,IPS
2022,UPSC869665,Candidate_5018,Uttar Pradesh,General,58,522,231,811,1610,799,48,Yes,IFS
2022,UPSC725082,Candidate_9305,Tamil Nadu,EWS,176,392,102,670,2851,716,438,No,None
2019,UPSC926167,Candidate_3402,Maharashtra,SC,188,475,224,887,11637,3303,35,Yes,IRS
2016,UPSC747971,Candidate_1038,Uttar Pradesh,SC,156,701,125,982,16482,354,182,Yes,None
2017,UPSC521093,Candidate_5600,Maharashtra,EWS,184,460,236,880,18462,2213,178,Yes,IRS
2016,UPSC796448,Candidate_7077,Karnataka,ST,144,306,267,717,5664,744,55,Yes,None
2017,UPSC420471,Candidate_7777,Karnataka,General,187,631,50,868,6233,4291,251,Yes,IFS
2024,UPSC929391,Candidate_8483,Karnataka,SC,116,700,68,884,9866,3650,171,Yes,IRS
2023,UPSC876530,Candidate_1730,Maharashtra,SC,130,833,74,1037,6598,4678,203,Yes,None
2021,UPSC197055,Candidate_9427,Delhi,General,169,683,268,1120,2602,1806,136,Yes,IFS
2017,UPSC151807,Candidate_9015,West Bengal,EWS,154,605,170,929,954,2297,119,Yes,None
2015,UPSC524403,Candidate_4355,Maharashtra,ST,131,571,131,833,17392,1547,493,Yes,IAS
